CAL,8228.0
CAR,11066.0
CENT,11470.0
FLA,5882.0
MIDA,14465.0
MIDW,27591.0
MW,1945.0
NA,534.0
NE,3745.0
NW,16910.0
NY,6323.0
SE,12818.0
SW,3550.0
TEN,7954.0
TEX,11763.0
