CAL,184357.0
CAR,183982.0
CENT,287327.0
FLA,87757.0
MIDA,232452.0
MIDW,478635.0
MW,45714.0
NA,10770.0
NE,94457.0
NW,471266.0
NY,133923.0
SE,179315.0
SW,43575.0
TEN,140029.0
TEX,218541.0
